id,pressure_numeric,size_numeric,touchmajor_numeric,touchminor_numeric,duration_numeric,flytime_numeric,shake_numeric,orientation_numeric,type_numeric,class
3571,0.090196,0.013725,3.5,3.5,49,1084,13.595429,1,1,Others
3572,0.180392,0.014379,3.666667,3.666667,49,341,7.692225,1,1,Others
3573,0.207843,0.018301,4.666666,4.666666,87,1909,21.425135,1,1,Others
3574,0.194118,0.019608,5,5,62,1040,4.986262,1,1,Others
3575,0.145098,0.016993,4.333334,4.333334,69,134,24.313177,1,1,Others
3576,0.127451,0.014706,3.75,3.75,56,1227,5.825534,1,1,Others
3577,0.176471,0.015686,4,4,79,0,7.766875,1,1,Others
3578,0.205882,0.023529,6,6,77,212,44.664436,1,1,Others
3579,0.118954,0.016993,4.333334,4.333334,63,1055,11.536414,1,1,Others
3580,0.164706,0.018627,4.75,4.75,80,196,28.498722,1,1,Others
3581,0.112745,0.014706,3.75,3.75,75,202,54.69102,1,1,Others
3582,0.185098,0.019608,5,5,80,1251,15.381458,1,1,Others
3583,0.158824,0.018627,4.75,4.75,67,994,0.001304,1,1,Others
3584,0.217647,0.015686,4,4,74,597,3.351717,1,1,Others
3585,0.174118,0.014118,3.6,3.6,67,362,22.414434,1,1,Others
3586,0.203922,0.017647,4.5,4.5,137,0,38.55518,1,1,Others
3587,0.171242,0.016993,4.333334,4.333334,103,255,21.247864,1,1,Others
3588,0.219608,0.021961,5.6,5.6,98,152,0.001496,1,1,Others
3589,0.171569,0.017647,4.5,4.5,154,1021,21.360794,1,1,Others
3590,0.203922,0.016993,4.333334,4.333334,114,649,12.967449,1,1,Others
3591,0.206536,0.018301,4.666666,4.666666,128,1073,21.426416,1,1,Others
3592,0.151373,0.018039,4.6,4.6,98,289,26.152292,1,1,Others
3593,0.166667,0.018627,4.75,4.75,139,396,49.865204,1,1,Others
3594,0.138235,0.014706,3.75,3.75,77,57,73.79362,1,1,Others
3595,0.205882,0.019608,5,5,108,329,19.778723,1,1,Others
3596,0.156863,0.014379,3.666667,3.666667,80,0,16.621735,1,1,Others
3597,0.154902,0.015686,4,4,44,262,13.200319,1,1,Others
3598,0.181176,0.019608,5,5,84,431,8.172353,1,1,Others
3599,0.151961,0.016667,4.25,4.25,96,956,28.018469,1,1,Others
3600,0.158824,0.016667,4.25,4.25,100,444,45.76238,1,1,Others
3601,0.121569,0.011765,3,3,57,284,33.010353,1,1,Others
3602,0.128431,0.013725,3.5,3.5,90,429,3.267924,1,1,Others
3603,0.189804,0.014902,3.8,3.8,99,0,28.018469,1,1,Others
3604,0.141176,0.014706,3.75,3.75,104,392,1.922308,1,1,Others
3605,0.166013,0.016993,4.333334,4.333334,78,1098,19.417942,1,1,Others
3606,0.152941,0.015686,4,4,83,536,15.382955,1,1,Others
3607,0.140196,0.015686,4,4,96,430,32.68941,1,1,Others
3608,0.113725,0.012745,3.25,3.25,87,986,23.075394,1,1,Others
3609,0.170588,0.015686,4,4,82,384,17.685186,1,1,Others
3610,0.113725,0.013725,3.5,3.5,57,264,19.229067,1,1,Others
3611,0.119608,0.012418,3.166667,3.166667,112,329,33.484978,1,1,Others
3612,0.12549,0.019608,5,5,84,0,3.846112,1,1,Others
3613,0.174902,0.018824,4.8,4.8,98,242,41.799076,1,1,Others
3614,0.14902,0.017255,4.4,4.4,88,1281,6.592053,1,1,Others
3615,0.147451,0.014118,3.6,3.6,82,291,30.797533,1,1,Others
3616,0.137255,0.011765,3,3,74,385,24.756275,1,1,Others
3617,0.184314,0.018301,4.666666,4.666666,81,1221,3.242177,1,1,Others
3618,0.121569,0.015686,4,4,71,482,5.824023,1,1,Others
3619,0.167647,0.021569,5.5,5.5,76,695,5.825534,1,1,Others
3620,0.2,0.019608,5,5,81,121,40.380444,1,1,Others
3621,0.143791,0.018301,4.666666,4.666666,74,0,6.592053,1,1,Others
3622,0.165686,0.018627,4.75,4.75,90,384,22.883097,1,1,Others
3623,0.209804,0.020588,5.25,5.25,66,128,47.400158,1,1,Others
3624,0.220915,0.019608,5,5,65,303,30.546345,1,1,Others
3625,0.17549,0.020588,5.25,5.25,79,1658,6.537119,1,1,Others
3626,0.218954,0.022222,5.666666,5.666666,98,392,28.7444,1,1,Others
3627,0.152941,0.017647,4.5,4.5,74,1470,51.871056,1,1,Others
3628,0.189542,0.019608,5,5,74,377,24.516766,1,1,Others
3629,0.162353,0.015686,4,4,92,706,15.235086,1,1,Others
3630,0.157843,0.016667,4.25,4.25,90,324,13.185389,1,1,Others
3631,0.174902,0.021961,5.6,5.6,86,0,6.649211,1,1,Others
3632,0.157647,0.016471,4.2,4.2,67,290,24.516766,1,1,Others
3633,0.139869,0.019608,5,5,82,424,27.786255,1,1,Others
3634,0.17098,0.019608,5,5,67,299,19.613903,1,1,Others
3635,0.132549,0.018039,4.6,4.6,67,1262,4.986262,1,1,Others
3636,0.184314,0.021569,5.5,5.5,74,222,98.06615,1,1,Others
3637,0.168627,0.021569,5.5,5.5,92,220,33.240883,1,1,Others
3638,0.210458,0.017647,4.5,4.5,99,147,119.46106,1,1,Others
3639,0.129412,0.013072,3.333333,3.333333,78,0,13.29713,1,2,Others
3640,0.139869,0.015686,4,4,61,963,25.243475,1,2,Others
3641,0.164706,0.018301,4.666666,4.666666,74,156,3.882682,1,2,Others
3642,0.143137,0.017647,4.5,4.5,79,802,12.65372,1,2,Others
3643,0.146078,0.018627,4.75,4.75,82,178,22.848186,1,2,Others
3644,0.185098,0.018824,4.8,4.8,85,129,32.372334,1,2,Others
3645,0.184314,0.021569,5.5,5.5,81,394,19.450542,1,2,Others
3646,0.188235,0.023529,6,6,86,111,53.49025,1,2,Others
3647,0.178431,0.017647,4.5,4.5,69,0,1.619197,1,1,Others
3648,0.19085,0.015686,4,4,86,353,23.727417,1,1,Others
3649,0.186275,0.018627,4.75,4.75,79,532,6.592053,1,1,Others
3650,0.196078,0.018627,4.75,4.75,75,308,1.620458,1,1,Others
3651,0.188235,0.018627,4.75,4.75,59,1237,13.41078,1,1,Others
3652,0.161765,0.019608,5,5,72,332,14.958786,1,1,Others
3653,0.09281,0.011765,3,3,68,938,24.724367,1,1,Others
3654,0.158824,0.016667,4.25,4.25,75,368,26.59426,1,1,Others
3655,0.241176,0.023529,6,6,52,0,8.241029,1,1,Others
3656,0.23268,0.024837,6.333334,6.333334,81,534,14.960079,1,1,Others
3657,0.178824,0.023529,6,6,74,478,59.83773,1,1,Others
3658,0.245752,0.022222,5.666666,5.666666,60,294,29.918865,1,1,Others
3659,0.234314,0.022549,5.75,5.75,76,362,33.24347,1,1,Others
3660,0.192157,0.018301,4.666666,4.666666,69,94,22.69272,1,1,Others
3661,0.251961,0.02451,6.25,6.25,66,153,11.93768,1,1,Others
3662,0.219608,0.022549,5.75,5.75,54,111,38.838905,1,1,Others
3663,0.212745,0.020588,5.25,5.25,52,121,8.241029,1,1,Others
3664,0.222222,0.024183,6.166666,6.166666,75,354,46.1495,1,1,Others
3665,0.194118,0.023529,6,6,58,217,12.861158,1,1,Others
3666,0.156863,0.017647,4.5,4.5,69,1401,48.54863,1,1,Others
3667,0.109804,0.013725,3.5,3.5,75,182,20.946022,1,1,Others
3668,0.162745,0.019608,5,5,68,953,1.620458,1,1,Others
3669,0.117647,0.010784,2.75,2.75,48,362,14.709473,1,1,Others
3670,0.155882,0.017647,4.5,4.5,89,0,3.353021,1,2,Others
3671,0.189542,0.018301,4.666666,4.666666,96,377,14.834364,1,2,Others
3672,0.175686,0.015686,4,4,109,1344,11.537697,1,2,Others
3673,0.172549,0.016667,4.25,4.25,96,331,9.888721,1,2,Others
3674,0.188235,0.021289,5.428571,5.428571,89,767,21.14988,1,2,Others
3675,0.141176,0.016247,4.142857,4.142857,99,376,16.907001,1,2,Others
3676,0.194118,0.018627,4.75,4.75,86,306,1.93983,1,2,Others
3677,0.145098,0.015686,4,4,102,155,25.936157,1,2,Others
3678,0.246275,0.021961,5.6,5.6,109,0,3.296668,1,2,Others
3679,0.208627,0.021961,5.6,5.6,98,210,42.495728,1,2,Others
3680,0.141176,0.018039,4.6,4.6,93,711,4.945643,1,2,Others
3681,0.163922,0.014118,3.6,3.6,107,156,84.991455,1,2,Others
3682,0.186275,0.018954,4.833334,4.833334,104,622,14.834364,1,2,Others
3683,0.210784,0.018627,4.75,4.75,89,173,76.817825,1,2,Others
3684,0.162745,0.016667,4.25,4.25,105,642,27.554094,1,2,Others
3685,0.137255,0.014902,3.8,3.8,79,121,21.606705,1,2,Others
3686,0.166013,0.018301,4.666666,4.666666,93,0,105.483116,1,1,Others
3687,0.162745,0.017647,4.5,4.5,66,433,17.4766,1,1,Others
3688,0.209804,0.016667,4.25,4.25,100,956,1.646411,1,1,Others
3689,0.237255,0.023529,6,6,84,341,1.661656,1,1,Others
3690,0.217647,0.022549,5.75,5.75,95,892,9.725271,1,1,Others
3691,0.148039,0.018627,4.75,4.75,74,1157,9.806315,1,1,Others
3692,0.172549,0.021569,5.5,5.5,88,385,8.172353,1,1,Others
3693,0.179412,0.019608,5,5,89,1296,28.018469,1,1,Others
3694,0.175163,0.018301,4.666666,4.666666,93,448,15.086638,1,1,Others
3695,0.106863,0.014706,3.75,3.75,75,113,33.01337,1,1,Others
3696,0.188235,0.022549,5.75,5.75,103,0,31.31514,1,2,Others
3697,0.204706,0.023529,6,6,83,103,1.942852,1,2,Others
3698,0.126797,0.022222,5.666666,5.666666,84,157,1.691621,1,2,Others
3699,0.19902,0.02451,6.25,6.25,68,695,9.613037,1,2,Others
3700,0.167843,0.019608,5,5,91,664,58.840435,1,2,Others
3701,0.188235,0.020588,5.25,5.25,74,115,40.524067,1,2,Others
3702,0.170588,0.019608,5,5,84,354,15.349014,1,2,Others
3703,0.15,0.016667,4.25,4.25,79,1450,1.647693,1,2,Others
3704,0.20098,0.023529,6,6,79,0,14.834364,1,1,Others
3705,0.169608,0.020588,5.25,5.25,76,423,1.519965,1,1,Others
3706,0.126471,0.016667,4.25,4.25,68,189,14.009476,1,1,Others
3707,0.162353,0.022745,5.8,5.8,82,663,9.805043,1,1,Others
3708,0.194771,0.019608,5,5,90,781,105.483116,1,1,Others
3709,0.206275,0.022745,5.8,5.8,76,396,4.987555,1,1,Others
3710,0.217647,0.021569,5.5,5.5,71,191,44.226555,1,1,Others
3711,0.181176,0.017255,4.4,4.4,75,226,39.556168,1,1,Others
3712,0.120261,0.013072,3.333333,3.333333,30,139,36.896053,1,1,Others
3713,0.15098,0.016993,4.333334,4.333334,67,697,21.07226,1,1,Others
3714,0.121569,0.015686,4,4,81,0,38.084755,1,2,Others
3715,0.163725,0.015686,4,4,66,215,4.944361,1,2,Others
3716,0.171765,0.018039,4.6,4.6,61,1876,13.32996,1,2,Others
3717,0.161765,0.015686,4,4,77,390,1.633962,1,2,Others
3718,0.184874,0.022409,5.714286,5.714286,95,836,11.636766,1,2,Others
3719,0.172549,0.018824,4.8,4.8,80,269,49.996468,1,2,Others
3720,0.181699,0.016993,4.333334,4.333334,74,643,27.05278,1,2,Others
3721,0.134641,0.013072,3.333333,3.333333,76,110,53.33616,1,2,Others
3722,0.166667,0.017647,4.5,4.5,76,0,22.881824,1,1,Others
3723,0.163399,0.018954,4.833334,4.833334,84,136,83.50334,1,1,Others
3724,0.220915,0.019608,5,5,76,340,36.2595,1,1,Others
3725,0.184314,0.020588,5.25,5.25,90,132,21.071001,1,1,Others
3726,0.202614,0.021569,5.5,5.5,85,857,29.175812,1,1,Others
3727,0.20098,0.020588,5.25,5.25,86,257,22.629957,1,1,Others
3728,0.185882,0.018824,4.8,4.8,90,973,6.593336,1,1,Others
3729,0.112745,0.017647,4.5,4.5,83,132,4.862636,1,1,Others
3730,0.19085,0.023529,6,6,75,346,61.6426,1,1,Others
3731,0.186275,0.02549,6.5,6.5,91,109,54.372658,1,1,Others
3732,0.192157,0.023529,6,6,76,641,42.854115,1,1,Others
3733,0.177255,0.015686,4,4,83,0,14.709473,1,1,Others
3734,0.16732,0.018301,4.666666,4.666666,81,197,3.296668,1,1,Others
3735,0.174118,0.021961,5.6,5.6,75,1131,35.20346,1,1,Others
3736,0.207843,0.022549,5.75,5.75,106,292,49.419254,1,1,Others
3737,0.178824,0.016471,4.2,4.2,97,249,52.432823,1,1,Others
3738,0.164706,0.013333,3.4,3.4,85,203,52.432823,1,1,Others
3739,0.169281,0.018301,4.666666,4.666666,85,165,39.226532,1,1,Others
3740,0.181373,0.022549,5.75,5.75,94,340,61.68612,1,1,Others
3741,0.175686,0.021176,5.4,5.4,97,241,72.08278,1,1,Others
3742,0.156078,0.020392,5.2,5.2,96,212,38.45664,1,1,Others
3743,0.203922,0.02451,6.25,6.25,108,0,59.930305,1,2,Others
3744,0.181373,0.023529,6,6,82,162,42.30424,1,2,Others
3745,0.133333,0.018627,4.75,4.75,70,1030,19.778723,1,2,Others
3746,0.195294,0.021961,5.6,5.6,66,275,14.957492,1,2,Others
3747,0.121569,0.013072,3.333333,3.333333,88,929,44.228046,1,2,Others
3748,0.152941,0.020261,5.166666,5.166666,71,238,50.291405,1,2,Others
3749,0.160784,0.020261,5.166666,5.166666,84,668,5.253383,1,2,Others
3750,0.209804,0.020588,5.25,5.25,82,249,93.21156,1,2,Others
3751,0.190196,0.020588,5.25,5.25,103,0,30.174255,1,2,Others
3752,0.2,0.020588,5.25,5.25,76,152,16.480774,1,2,Others
3753,0.212418,0.020915,5.333334,5.333334,76,1028,6.593336,1,2,Others
3754,0.143791,0.013072,3.333333,3.333333,74,445,11.536414,1,2,Others
3755,0.096078,0.010784,2.75,2.75,92,830,7.768386,1,2,Others
3756,0.092157,0.011765,3,3,81,173,11.536414,1,2,Others
3757,0.182745,0.021961,5.6,5.6,91,1101,75.81567,1,2,Others
3758,0.101961,0.015686,4,4,56,1198,0.001282,1,2,Others
3759,0.232157,0.023529,6,6,102,0,47.005898,1,2,Others
3760,0.24183,0.019608,5,5,83,215,46.5406,1,2,Others
3761,0.19085,0.015686,4,4,74,922,23.07411,1,2,Others
3762,0.211765,0.018301,4.666666,4.666666,80,1410,22.693981,1,2,Others
3763,0.170588,0.019608,5,5,74,922,21.79268,1,2,Others
3764,0.183007,0.023529,6,6,81,419,24.754793,1,2,Others
3765,0.192941,0.022745,5.8,5.8,97,149,20.116821,1,2,Others
3766,0.16732,0.019608,5,5,77,538,71.84926,1,2,Others
3767,0.22549,0.021569,5.5,5.5,75,0,21.426416,1,2,Others
3768,0.183333,0.020588,5.25,5.25,83,145,45.826283,1,2,Others
3769,0.162745,0.018627,4.75,4.75,77,755,3.323313,1,2,Others
3770,0.185882,0.020392,5.2,5.2,82,274,69.92506,1,2,Others
3771,0.179085,0.018301,4.666666,4.666666,60,1025,11.651068,1,2,Others
3772,0.179085,0.018301,4.666666,4.666666,76,127,50.48997,1,2,Others
3773,0.172549,0.020392,5.2,5.2,63,227,29.667446,1,2,Others
3774,0.227451,0.019608,5,5,94,178,81.98973,1,2,Others
3775,0.160784,0.021176,5.4,5.4,65,0,11.440277,1,1,Others
3776,0.166667,0.017647,4.5,4.5,82,429,26.151022,1,1,Others
3777,0.2,0.018627,4.75,4.75,68,210,64.794,1,1,Others
3778,0.157843,0.017647,4.5,4.5,82,1118,23.303646,1,1,Others
3779,0.177778,0.019608,5,5,83,198,110.689674,1,1,Others
3780,0.190196,0.020588,5.25,5.25,84,354,19.417942,1,1,Others
3781,0.218627,0.018627,4.75,4.75,68,92,38.52572,1,1,Others
3782,0.180392,0.016471,4.2,4.2,81,0,1.648975,1,1,Others
3783,0.156863,0.015686,4,4,97,1540,32.06106,1,1,Others
3784,0.181373,0.018627,4.75,4.75,83,262,16.972467,1,1,Others
3785,0.184967,0.022876,5.833334,5.833334,81,2127,27.18784,1,1,Others
3786,0.192157,0.016993,4.333334,4.333334,82,1156,44.129692,1,1,Others
3787,0.100654,0.013072,3.333333,3.333333,65,137,47.79719,1,1,Others
3788,0.139216,0.015033,3.833333,3.833333,80,103,69.90792,1,1,Others
3789,0.179412,0.017647,4.5,4.5,67,946,37.907192,1,1,Others
3790,0.19085,0.019608,5,5,84,948,35.831745,1,1,Others
3791,0.187255,0.018627,4.75,4.75,32,374,34.956223,1,1,Others
3792,0.244706,0.021176,5.4,5.4,70,213,23.302135,1,1,Others
3793,0.231373,0.024837,6.333334,6.333334,75,422,10.059064,1,1,Others
3794,0.248366,0.028758,7.333334,7.333334,75,0,49.443604,1,2,Others
3795,0.168627,0.017647,4.5,4.5,66,224,71.85228,1,2,Others
3796,0.208824,0.026471,6.75,6.75,76,702,27.554094,1,2,Others
3797,0.183333,0.022549,5.75,5.75,74,118,29.918865,1,2,Others
3798,0.192941,0.021176,5.4,5.4,88,1961,19.042377,1,2,Others
3799,0.162745,0.023529,6,6,52,265,16.344706,1,2,Others
3800,0.190196,0.023529,6,6,84,636,21.607996,1,2,Others
3801,0.2,0.018824,4.8,4.8,85,180,55.763397,1,2,Others
3802,0.213072,0.023529,6,6,82,0,16.480774,1,1,Others
3803,0.19085,0.018301,4.666666,4.666666,91,347,16.62303,1,1,Others
3804,0.168627,0.016667,4.25,4.25,83,232,34.610523,1,1,Others
3805,0.15817,0.016993,4.333334,4.333334,80,332,24.313177,1,1,Others
3806,0.17549,0.018627,4.75,4.75,79,1223,4.986262,1,1,Others
3807,0.163137,0.018039,4.6,4.6,92,241,47.343025,1,1,Others
3808,0.23268,0.022222,5.666666,5.666666,75,285,19.611359,1,1,Others
3809,0.156863,0.017647,4.5,4.5,70,735,17.305262,1,1,Others
3810,0.165686,0.017647,4.5,4.5,93,73,28.528387,1,1,Others
3811,0.241569,0.021176,5.4,5.4,90,128,19.419453,1,1,Others
3812,0.201961,0.02549,6.5,6.5,88,292,1.941341,1,1,Others
3813,0.195294,0.024314,6.2,6.2,93,94,178.82703,1,1,Others
3814,0.186275,0.021569,5.5,5.5,73,0,15.382955,1,2,Others
3815,0.108497,0.014379,3.666667,3.666667,75,244,1.941341,1,2,Others
3816,0.173856,0.016993,4.333334,4.333334,69,841,18.131033,1,2,Others
3817,0.193137,0.020588,5.25,5.25,77,180,17.306759,1,2,Others
3818,0.192157,0.019608,5,5,73,1993,1.647693,1,2,Others
3819,0.17451,0.019608,5,5,89,290,31.07052,1,2,Others
3820,0.169935,0.019608,5,5,88,94,63.700882,1,2,Others
3821,0.188235,0.021569,5.5,5.5,82,552,56.314,1,2,Others
3822,0.171895,0.022222,5.666666,5.666666,90,0,11.252731,1,1,Others
3823,0.10719,0.011765,3,3,65,263,26.369495,1,1,Others
3824,0.172549,0.018627,4.75,4.75,73,353,23.303646,1,1,Others
3825,0.113725,0.015686,4,4,51,195,44.66293,1,1,Others
3826,0.120588,0.014706,3.75,3.75,61,1029,16.344706,1,1,Others
3827,0.165686,0.018627,4.75,4.75,73,397,8.241029,1,1,Others
3828,0.173856,0.020915,5.333334,5.333334,60,277,44.876354,1,1,Others
3829,0.194118,0.018627,4.75,4.75,88,119,33.01337,1,1,Others
3830,0.183007,0.019608,5,5,81,864,68.56655,1,1,Others
3831,0.214379,0.024837,6.333334,6.333334,74,0,17.978668,1,2,Others
3832,0.203922,0.022745,5.8,5.8,102,317,43.405003,1,2,Others
3833,0.182745,0.018039,4.6,4.6,74,1304,13.184106,1,2,Others
3834,0.19902,0.017647,4.5,4.5,78,227,66.02674,1,2,Others
3835,0.160784,0.019608,5,5,70,219,62.838062,1,2,Others
3836,0.210196,0.021176,5.4,5.4,80,1369,43.795685,1,2,Others
3837,0.111765,0.015686,4,4,69,259,15.38445,1,2,Others
3838,0.121569,0.017647,4.5,4.5,83,180,16.479492,1,2,Others
3839,0.078431,0.014379,2.442677,2.442677,80,0,106.78566,1,1,Others
3840,0.086275,0.013725,2.331647,2.331647,74,254,22.756746,1,1,Others
3841,0.098824,0.014902,2.531502,2.531502,91,523,34.135166,1,1,Others
3842,0.111111,0.01634,2.77577,2.77577,122,951,49.4802,1,1,Others
3843,0.101961,0.060784,10.325865,10.325865,86,296,12.663573,1,1,Others
3844,0.090196,0.013072,2.220616,2.220616,76,344,6.438223,1,1,Others
3845,0.097059,0.036275,6.16221,6.16221,109,443,54.4563,1,1,Others
3846,0.105882,0.013725,2.331647,2.331647,48,1076,121.30618,1,1,Others
3847,0.105882,0.015686,2.664739,2.664739,65,0,73.234375,1,1,Others
3848,0.1,0.015686,2.664739,2.664739,70,337,1.741236,1,1,Others
3849,0.115033,0.04183,7.105971,7.105971,117,225,119.47306,1,1,Others
3850,0.088627,0.054118,9.19335,9.19335,93,609,89.130684,1,1,Others
3851,0.077451,0.061765,10.492411,10.492411,78,1333,21.281818,1,1,Others
3852,0.096078,0.088235,14.989157,14.989157,107,292,13.017053,1,1,Others
3853,0.104575,0.078431,13.323695,13.323695,116,419,11.08071,1,1,Others
3854,0.106536,0.028105,4.774324,4.774324,103,148,20.860445,1,1,Others
3855,0.088889,0.011765,1.998554,1.998554,105,0,40.51722,1,1,Others
3856,0.098039,0.013072,2.220616,2.220616,90,219,30.0449,1,1,Others
3857,0.105098,0.06902,11.724852,11.724852,119,1059,15.829496,1,1,Others
3858,0.103922,0.062745,10.658957,10.658957,42,1659,7.980704,1,1,Others
3859,0.104314,0.032941,5.595952,5.595952,79,1303,22.756792,1,1,Others
3860,0.101961,0.013725,2.331647,2.331647,110,69,43.68364,1,1,Others
3861,0.096732,0.043137,7.328032,7.328032,95,207,23.71402,1,1,Others
3862,0.109804,0.065882,11.191904,11.191904,101,803,35.67831,1,1,Others
3863,0.094118,0.013725,2.331647,2.331647,93,409,85.54042,1,1,Others
3864,0.102745,0.043137,7.328032,7.328032,115,684,79.50558,1,1,Others
3865,0.096732,0.013072,2.220616,2.220616,92,0,52.578495,1,1,Others
3866,0.113726,0.014379,2.442677,2.442677,72,399,33.696228,1,1,Others
3867,0.094118,0.017647,2.997832,2.997832,97,1019,54.995567,1,1,Others
3868,0.079739,0.015686,2.664739,2.664739,74,342,63.225647,1,1,Others
3869,0.097255,0.015686,2.664739,2.664739,88,720,105.34493,1,1,Others
3870,0.096732,0.014379,2.442677,2.442677,100,106,36.031517,1,1,Others
3871,0.088889,0.071895,12.213387,12.213387,75,563,13.274673,1,1,Others
3872,0.106863,0.060784,10.325864,10.325864,74,581,103.27933,1,1,Others
3873,0.111373,0.068235,11.591616,11.591616,87,149,68.0222,1,1,Others
3874,0.105882,0.011765,1.998554,1.998554,57,0,56.98598,1,2,Others
3875,0.087582,0.011765,1.998554,1.998554,98,344,91.026985,1,2,Others
3876,0.086275,0.011765,1.998554,1.998554,111,137,52.578495,1,2,Others
3877,0.088235,0.032353,5.496025,5.496025,82,854,31.658915,1,2,Others
3878,0.090196,0.052941,8.993495,8.993495,74,291,79.50554,1,2,Others
3879,0.087582,0.013072,2.220616,2.220616,85,1084,153.98007,1,2,Others
3880,0.108497,0.078431,13.323696,13.323696,84,1567,42.359005,1,2,Others
3881,0.098039,0.064706,10.992049,10.992049,75,199,9.034715,1,2,Others
3882,0.117647,0.017647,2.997832,2.997832,39,0,68.14269,1,1,Others
3883,0.093137,0.012745,2.165101,2.165101,79,971,88.40139,1,1,Others
3884,0.082353,0.013072,2.220616,2.220616,87,353,112.030556,1,1,Others
3885,0.098039,0.013725,2.331647,2.331647,67,533,68.80431,1,1,Others
3886,0.094118,0.014379,2.442677,2.442677,101,919,178.39156,1,1,Others
3887,0.092157,0.015686,2.664739,2.664739,82,401,15.961329,1,1,Others
3888,0.101961,0.060131,10.214833,10.214833,61,547,146.02264,1,1,Others
3889,0.087582,0.057516,9.77071,9.77071,96,569,78.867935,1,1,Others
3890,0.113725,0.019608,3.330924,3.330924,34,0,40.04847,1,1,Others
3891,0.096078,0.017647,2.997832,2.997832,59,542,131.68114,1,1,Others
3892,0.078431,0.015686,2.664739,2.664739,58,551,142.81194,1,1,Others
3893,0.080392,0.013725,2.331647,2.331647,67,1112,84.926315,1,1,Others
3894,0.101961,0.033725,5.729189,5.729189,87,653,41.720703,1,1,Others
3895,0.089216,0.016667,2.831285,2.831285,66,1093,35.11508,1,1,Others
3896,0.095098,0.014706,2.498193,2.498193,74,561,9.497611,1,1,Others
3897,0.084314,0.013725,2.331647,2.331647,76,898,96.586624,1,1,Others
3898,0.083333,0.012745,2.165101,2.165101,98,356,35.91299,1,1,Others
3899,0.098039,0.047059,7.994217,7.994217,59,559,22.84378,1,1,Others
3900,0.1,0.109804,18.653175,18.653175,69,0,34.13512,1,1,Others
3901,0.109804,0.081046,13.767819,13.767819,72,373,45.905308,1,1,Others
3902,0.096732,0.044444,7.550094,7.550094,74,853,49.725677,1,1,Others
3903,0.088889,0.013072,2.220616,2.220616,170,1144,68.8859,1,1,Others
3904,0.087582,0.011765,1.998554,1.998554,78,476,33.80046,1,1,Others
3905,0.101961,0.013725,2.331647,2.331647,55,704,56.89191,1,1,Others
3906,0.094118,0.015686,2.664739,2.664739,102,603,125.23523,1,1,Others
3907,0.080392,0.015686,2.664739,2.664739,68,456,26.689434,1,1,Others
3908,0.105882,0.101961,17.320805,17.320805,66,0,87.55929,1,2,Others
3909,0.10719,0.105882,17.98699,17.98699,53,728,53.099075,1,2,Others
3910,0.084967,0.047059,7.994217,7.994217,55,553,124.59144,1,2,Others
3911,0.09281,0.04183,7.105971,7.105971,64,1307,33.241776,1,2,Others
3912,0.094118,0.014379,2.442677,2.442677,81,481,181.0888,1,2,Others
3913,0.112941,0.032157,5.462716,5.462716,56,932,30.044855,1,2,Others
3914,0.090196,0.014379,2.442677,2.442677,90,325,122.37032,1,2,Others
3915,0.094118,0.014379,2.442677,2.442677,88,392,66.944786,1,2,Others
3916,0.113725,0.015686,2.664739,2.664739,38,0,117.73324,1,2,Others
3917,0.10098,0.037255,6.328755,6.328755,74,977,46.980515,1,2,Others
3918,0.080392,0.058824,9.992772,9.992772,82,540,31.30876,1,2,Others
3919,0.100654,0.014379,2.442677,2.442677,66,1351,85.73523,1,2,Others
3920,0.093137,0.014706,2.498193,2.498193,75,821,5.524984,1,2,Others
3921,0.1,0.013725,2.331647,2.331647,57,1090,1.790056,1,2,Others
3922,0.076471,0.013725,2.331647,2.331647,74,210,6.331688,1,2,Others
3923,0.094118,0.011765,1.998554,1.998554,81,0,1.8416,1,1,Others
3924,0.091176,0.014706,2.498193,2.498193,90,384,63.84536,1,1,Others
3925,0.092157,0.015686,2.664739,2.664739,50,634,79.64861,1,1,Others
3926,0.082353,0.014379,2.442677,2.442677,66,438,92.01251,1,1,Others
3927,0.090196,0.04183,7.105971,7.105971,74,175,5.633457,1,1,Others
3928,0.088889,0.04183,7.105971,7.105971,81,798,16.900324,1,1,Others
3929,0.087255,0.011765,1.998554,1.998554,93,421,146.02255,1,1,Others
3930,0.095098,0.040196,6.828394,6.828394,65,765,72.8154,1,1,Others
3931,0.099608,0.051765,8.793639,8.793639,76,559,35.91295,1,1,Others
3932,0.086275,0.015686,2.664739,2.664739,75,0,105.80095,1,1,Others
3933,0.090196,0.013725,2.331647,2.331647,66,538,8.185215,1,1,Others
3934,0.081046,0.014379,2.442677,2.442677,78,726,3.683292,1,1,Others
3935,0.091503,0.062745,10.658957,10.658957,84,435,25.538126,1,1,Others
3936,0.08366,0.060131,10.214833,10.214833,101,1027,104.13623,1,1,Others
3937,0.106863,0.036275,6.16221,6.16221,61,481,201.88954,1,1,Others
3938,0.085294,0.014706,2.498193,2.498193,72,827,50.70088,1,1,Others
3939,0.078431,0.013725,2.331647,2.331647,52,147,9.482072,1,1,Others
3940,0.081046,0.013072,2.220616,2.220616,71,392,12.891934,1,1,Others
3941,0.098039,0.037255,6.328755,6.328755,53,662,18.964003,1,1,Others
3942,0.098039,0.011765,1.998554,1.998554,72,0,47.409843,1,2,Others
3943,0.095686,0.029804,5.063004,5.063004,93,787,51.56737,1,2,Others
3944,0.086275,0.056863,9.659679,9.659679,67,836,9.482072,1,2,Others
