id,pressure_numeric,size_numeric,touchmajor_numeric,touchminor_numeric,duration_numeric,flytime_numeric,shake_numeric,orientation_numeric,type_numeric,class
1,0.6425,0.134375,240.97598,240.97598,100,0,12.773475,1,1,95f7f7d8b82fbe3a
2,0.6225,0.134375,240.97598,240.97598,83,196,96.99834,1,1,95f7f7d8b82fbe3a
3,0.5875,0.134766,233.44885,233.44885,108,408,61.891148,1,1,95f7f7d8b82fbe3a
4,0.610417,0.135417,230.9398,230.9398,83,222,31.538433,1,1,95f7f7d8b82fbe3a
5,0.507143,0.125,223.77112,223.77112,117,1242,0.60382,1,1,95f7f7d8b82fbe3a
6,0.61875,0.134766,240.97597,240.97597,110,153,56.682148,1,1,95f7f7d8b82fbe3a
7,0.635417,0.140625,240.97597,240.97597,83,588,4.191319,1,1,95f7f7d8b82fbe3a
8,0.615,0.13125,240.97598,240.97598,76,221,41.05748,1,1,95f7f7d8b82fbe3a
9,0.578571,0.118304,206.56628,206.56628,108,331,13.771375,1,1,95f7f7d8b82fbe3a
10,0.6,0.128125,216.88919,216.88919,99,70,106.46772,1,1,95f7f7d8b82fbe3a
11,0.5925,0.125,240.97598,240.97598,90,0,50.095795,1,1,95f7f7d8b82fbe3a
12,0.560417,0.119792,220.90364,220.90364,84,292,49.89632,1,1,95f7f7d8b82fbe3a
13,0.601563,0.136719,240.97597,240.97597,99,491,73.05819,1,1,95f7f7d8b82fbe3a
14,0.6125,0.130208,230.9398,230.9398,74,735,32.88079,1,1,95f7f7d8b82fbe3a
15,0.64375,0.134766,233.44884,233.44884,98,366,116.5576,1,1,95f7f7d8b82fbe3a
16,0.5875,0.113281,188.28615,188.28615,101,136,96.59906,1,1,95f7f7d8b82fbe3a
17,0.6125,0.119792,220.90364,220.90364,91,306,8.582075,1,1,95f7f7d8b82fbe3a
18,0.641667,0.130208,230.9398,230.9398,75,350,37.837307,1,1,95f7f7d8b82fbe3a
19,0.6375,0.132813,240.97597,240.97597,109,0,42.85825,1,2,95f7f7d8b82fbe3a
20,0.629687,0.134766,233.44885,233.44885,135,152,28.341015,1,2,95f7f7d8b82fbe3a
21,0.580357,0.133929,232.37354,232.37354,91,289,5.189141,1,2,95f7f7d8b82fbe3a
22,0.623437,0.132813,240.97597,240.97597,110,536,58.87759,1,2,95f7f7d8b82fbe3a
23,0.667188,0.136719,240.97597,240.97597,116,111,69.03288,1,2,95f7f7d8b82fbe3a
24,0.604688,0.134766,240.97597,240.97597,110,1191,5.146373,1,2,95f7f7d8b82fbe3a
25,0.595833,0.132813,240.97597,240.97597,99,93,104.38287,1,2,95f7f7d8b82fbe3a
26,0.528125,0.125,240.97598,240.97598,48,155,107.77589,1,2,95f7f7d8b82fbe3a
27,0.61875,0.135417,240.97597,240.97597,90,0,165.84,1,1,95f7f7d8b82fbe3a
28,0.597917,0.140625,240.97597,240.97597,92,316,7.983407,1,1,95f7f7d8b82fbe3a
29,0.622917,0.140625,240.97597,240.97597,74,85,10.413128,1,1,95f7f7d8b82fbe3a
30,0.589286,0.129464,232.37355,232.37355,109,732,10.231258,1,1,95f7f7d8b82fbe3a
31,0.566071,0.120536,223.77112,223.77112,98,391,66.80848,1,1,95f7f7d8b82fbe3a
32,0.691071,0.133929,232.37354,232.37354,99,138,97.79664,1,1,95f7f7d8b82fbe3a
33,0.609375,0.126953,233.44885,233.44885,101,26,36.524097,1,1,95f7f7d8b82fbe3a
34,0.6125,0.130208,220.90364,220.90364,82,425,4.75048,1,1,95f7f7d8b82fbe3a
35,0.579167,0.117188,200.83134,200.83134,84,299,27.774202,1,1,95f7f7d8b82fbe3a
36,0.597917,0.114583,200.83134,200.83134,83,195,2.993743,1,1,95f7f7d8b82fbe3a
37,0.657143,0.136161,240.97597,240.97597,98,0,34.32858,1,2,95f7f7d8b82fbe3a
38,0.630357,0.136161,232.37354,232.37354,82,964,18.784485,1,2,95f7f7d8b82fbe3a
39,0.625,0.135417,240.97597,240.97597,75,78,6.291987,1,2,95f7f7d8b82fbe3a
40,0.641667,0.135417,234.28519,234.28519,117,688,3.62272,1,2,95f7f7d8b82fbe3a
41,0.598214,0.140625,240.97597,240.97597,102,51,41.114487,1,2,95f7f7d8b82fbe3a
42,0.54,0.1375,240.97598,240.97598,67,972,56.282997,1,2,95f7f7d8b82fbe3a
43,0.567188,0.126953,240.97597,240.97597,118,551,42.058937,1,2,95f7f7d8b82fbe3a
44,0.63125,0.138021,240.97597,240.97597,84,58,11.189844,1,2,95f7f7d8b82fbe3a
45,0.632143,0.133929,240.97597,240.97597,105,0,86.66726,1,1,95f7f7d8b82fbe3a
46,0.59375,0.140625,240.97597,240.97597,111,94,116.431175,1,1,95f7f7d8b82fbe3a
47,0.54375,0.127604,230.9398,230.9398,93,922,38.320263,1,1,95f7f7d8b82fbe3a
48,0.589063,0.121094,225.92172,225.92172,125,681,32.48687,1,1,95f7f7d8b82fbe3a
49,0.564583,0.135417,240.97597,240.97597,100,1003,89.414,1,1,95f7f7d8b82fbe3a
50,0.547917,0.135417,240.97597,240.97597,86,299,12.573799,1,1,95f7f7d8b82fbe3a
51,0.6125,0.138021,240.97597,240.97597,92,85,115.12187,1,1,95f7f7d8b82fbe3a
52,0.570833,0.135417,230.93982,230.93982,99,207,137.71364,1,1,95f7f7d8b82fbe3a
53,0.6125,0.125,232.37354,232.37354,102,0,75.24355,1,2,95f7f7d8b82fbe3a
54,0.607143,0.122768,232.37354,232.37354,101,76,40.915012,1,2,95f7f7d8b82fbe3a
55,0.594643,0.136161,240.97597,240.97597,100,542,8.382599,1,2,95f7f7d8b82fbe3a
56,0.625,0.138393,240.97597,240.97597,100,221,38.719536,1,2,95f7f7d8b82fbe3a
57,0.603571,0.129464,240.97597,240.97597,100,808,55.883766,1,2,95f7f7d8b82fbe3a
58,0.651786,0.138393,240.97597,240.97597,83,86,189.80527,1,2,95f7f7d8b82fbe3a
59,0.655,0.13125,240.97598,240.97598,92,178,20.158133,1,2,95f7f7d8b82fbe3a
60,0.679167,0.135417,240.97597,240.97597,83,60,24.548927,1,2,95f7f7d8b82fbe3a
61,0.56875,0.136719,240.97598,240.97598,57,0,28.304699,1,1,95f7f7d8b82fbe3a
62,0.567187,0.136719,240.97597,240.97597,118,501,44.881477,1,1,95f7f7d8b82fbe3a
63,0.566667,0.119792,220.90364,220.90364,92,1291,79.43483,1,1,95f7f7d8b82fbe3a
64,0.552083,0.114583,200.83134,200.83134,92,263,88.14456,1,1,95f7f7d8b82fbe3a
65,0.575,0.120536,223.77113,223.77113,109,697,30.536533,1,1,95f7f7d8b82fbe3a
66,0.625,0.130208,230.9398,230.9398,92,128,15.899794,1,1,95f7f7d8b82fbe3a
67,0.622917,0.138021,240.97597,240.97597,76,253,30.13738,1,1,95f7f7d8b82fbe3a
68,0.59375,0.138021,240.97597,240.97597,86,152,52.730618,1,1,95f7f7d8b82fbe3a
69,0.6125,0.140625,240.97597,240.97597,82,78,185.21477,1,1,95f7f7d8b82fbe3a
70,0.635417,0.138021,240.97597,240.97597,108,0,122.36739,1,1,95f7f7d8b82fbe3a
71,0.597917,0.122396,220.90364,220.90364,85,237,6.994273,1,1,95f7f7d8b82fbe3a
72,0.578571,0.120536,206.56628,206.56628,128,888,40.914932,1,1,95f7f7d8b82fbe3a
73,0.589286,0.129464,232.37354,232.37354,136,143,47.095406,1,1,95f7f7d8b82fbe3a
74,0.597917,0.130208,230.9398,230.9398,74,1010,14.289607,1,1,95f7f7d8b82fbe3a
75,0.592857,0.133929,240.97597,240.97597,74,255,11.47198,1,1,95f7f7d8b82fbe3a
76,0.58,0.140625,240.97598,240.97598,83,256,11.874407,1,1,95f7f7d8b82fbe3a
77,0.596429,0.140625,240.97597,240.97597,118,194,23.346348,1,1,95f7f7d8b82fbe3a
78,0.602083,0.122396,220.90364,220.90364,91,745,44.906578,1,1,95f7f7d8b82fbe3a
79,0.55,0.125,216.88919,216.88919,83,220,27.343153,1,1,95f7f7d8b82fbe3a
80,0.620313,0.132813,233.44884,233.44884,108,264,20.528723,1,1,95f7f7d8b82fbe3a
81,0.577083,0.122396,220.90364,220.90364,83,0,108.480415,1,1,95f7f7d8b82fbe3a
82,0.557813,0.126953,233.44885,233.44885,118,455,24.755222,1,1,95f7f7d8b82fbe3a
83,0.554167,0.132813,230.9398,230.9398,109,844,18.113602,1,1,95f7f7d8b82fbe3a
84,0.61,0.140625,240.97598,240.97598,93,418,64.40391,1,1,95f7f7d8b82fbe3a
85,0.626786,0.131696,232.37354,232.37354,83,1290,93.38567,1,1,95f7f7d8b82fbe3a
86,0.560417,0.125,240.97597,240.97597,67,299,71.85058,1,1,95f7f7d8b82fbe3a
87,0.564063,0.130859,233.44884,233.44884,108,138,12.667948,1,1,95f7f7d8b82fbe3a
88,0.5625,0.135417,240.97597,240.97597,75,86,1.59665,1,1,95f7f7d8b82fbe3a
89,0.585,0.121875,216.88919,216.88919,84,377,73.036156,1,1,95f7f7d8b82fbe3a
90,0.58,0.125,228.93259,228.93259,74,0,35.09526,1,2,95f7f7d8b82fbe3a
91,0.564286,0.116071,206.56628,206.56628,83,712,44.906616,1,2,95f7f7d8b82fbe3a
92,0.642188,0.126953,225.92172,225.92172,107,897,10.504471,1,2,95f7f7d8b82fbe3a
93,0.605357,0.129464,232.37354,232.37354,100,111,3.991644,1,2,95f7f7d8b82fbe3a
94,0.591071,0.122768,232.37354,232.37354,119,187,47.30165,1,2,95f7f7d8b82fbe3a
95,0.52,0.11875,216.88919,216.88919,92,1007,34.41582,1,2,95f7f7d8b82fbe3a
96,0.653571,0.138393,240.97597,240.97597,101,0,75.473305,1,1,95f7f7d8b82fbe3a
97,0.6125,0.13125,240.97598,240.97598,77,109,35.526115,1,1,95f7f7d8b82fbe3a
98,0.579167,0.130208,230.93982,230.93982,93,49,11.575897,1,1,95f7f7d8b82fbe3a
99,0.516071,0.109375,180.75902,180.75902,118,177,62.943493,1,1,95f7f7d8b82fbe3a
100,0.639583,0.132813,230.9398,230.9398,101,127,54.686268,1,1,95f7f7d8b82fbe3a
101,0.582143,0.113839,189.36145,189.36145,100,640,17.509861,1,1,95f7f7d8b82fbe3a
102,0.616071,0.136161,232.37354,232.37354,108,391,98.215996,1,1,95f7f7d8b82fbe3a
103,0.5625,0.13125,240.97598,240.97598,91,214,79.6998,1,1,95f7f7d8b82fbe3a
104,0.59,0.13125,228.93257,228.93257,97,0,134.44312,1,1,95f7f7d8b82fbe3a
105,0.583333,0.132813,230.9398,230.9398,93,203,26.54477,1,1,95f7f7d8b82fbe3a
106,0.530357,0.113839,189.36145,189.36145,136,93,6.531841,1,1,95f7f7d8b82fbe3a
107,0.590625,0.136719,233.44884,233.44884,143,281,0.997901,1,1,95f7f7d8b82fbe3a
108,0.623214,0.138393,240.97597,240.97597,108,334,25.560274,1,1,95f7f7d8b82fbe3a
109,0.5325,0.128125,228.93257,228.93257,85,161,55.48461,1,1,95f7f7d8b82fbe3a
110,0.505,0.125,240.97598,240.97598,76,127,31.73399,1,1,95f7f7d8b82fbe3a
111,0.5075,0.13125,228.93259,228.93259,58,1100,8.855507,1,1,95f7f7d8b82fbe3a
112,0.604167,0.130208,240.97597,240.97597,102,0,37.122887,1,2,95f7f7d8b82fbe3a
113,0.508929,0.129464,232.37355,232.37355,101,135,18.673105,1,2,95f7f7d8b82fbe3a
114,0.590625,0.136719,233.44884,233.44884,108,948,53.828686,1,2,95f7f7d8b82fbe3a
115,0.627083,0.140625,240.97597,240.97597,91,103,9.211638,1,2,95f7f7d8b82fbe3a
116,0.659375,0.140625,240.97597,240.97597,96,937,20.905672,1,2,95f7f7d8b82fbe3a
117,0.7125,0.140625,240.97597,240.97597,90,122,105.1813,1,2,95f7f7d8b82fbe3a
118,0.633929,0.140625,240.97597,240.97597,117,274,11.874487,1,2,95f7f7d8b82fbe3a
119,0.628571,0.133929,232.37354,232.37354,99,68,12.787034,1,2,95f7f7d8b82fbe3a
120,0.525,0.121875,228.93259,228.93259,100,0,28.455708,1,2,95f7f7d8b82fbe3a
121,0.614583,0.135417,230.9398,230.9398,101,110,105.28593,1,2,95f7f7d8b82fbe3a
122,0.63,0.140625,240.97598,240.97598,82,638,3.991644,1,2,95f7f7d8b82fbe3a
123,0.579167,0.140625,240.97597,240.97597,84,111,16.166409,1,2,95f7f7d8b82fbe3a
124,0.3375,0.112847,187.4498,187.4498,111,1985,36.780746,1,2,95f7f7d8b82fbe3a
125,0.665625,0.140625,240.97597,240.97597,99,374,60.78111,1,2,95f7f7d8b82fbe3a
126,0.6275,0.1375,240.97598,240.97598,112,366,39.517757,1,2,95f7f7d8b82fbe3a
127,0.651786,0.140625,240.97597,240.97597,92,84,6.456127,1,2,95f7f7d8b82fbe3a
128,0.652083,0.135417,230.9398,230.9398,91,162,15.019602,1,2,95f7f7d8b82fbe3a
129,0.608333,0.138021,240.97597,240.97597,92,0,43.149902,1,1,95f7f7d8b82fbe3a
130,0.60625,0.140625,240.97597,240.97597,75,146,10.670908,1,1,95f7f7d8b82fbe3a
131,0.614583,0.132813,230.9398,230.9398,100,864,14.464973,1,1,95f7f7d8b82fbe3a
132,0.642857,0.129464,232.37354,232.37354,92,69,51.12059,1,1,95f7f7d8b82fbe3a
133,0.610417,0.138021,240.97597,240.97597,91,229,56.152184,1,1,95f7f7d8b82fbe3a
134,0.5625,0.122768,223.77112,223.77112,98,913,64.605064,1,1,95f7f7d8b82fbe3a
135,0.55,0.130208,230.93982,230.93982,99,375,22.138908,1,1,95f7f7d8b82fbe3a
136,0.585417,0.130208,230.9398,230.9398,84,298,19.75894,1,1,95f7f7d8b82fbe3a
137,0.601563,0.134766,240.97597,240.97597,116,972,2.616354,1,1,95f7f7d8b82fbe3a
138,0.5875,0.138021,240.97597,240.97597,91,351,38.399536,1,1,95f7f7d8b82fbe3a
139,0.5375,0.128125,216.8892,216.8892,75,0,74.42376,1,1,95f7f7d8b82fbe3a
140,0.59375,0.136719,233.44884,233.44884,98,221,27.371655,1,1,95f7f7d8b82fbe3a
141,0.6375,0.137153,240.97597,240.97597,119,213,12.573878,1,1,95f7f7d8b82fbe3a
142,0.59375,0.130859,240.97597,240.97597,117,1260,87.68546,1,1,95f7f7d8b82fbe3a
143,0.616071,0.138393,240.97597,240.97597,109,1333,33.208183,1,1,95f7f7d8b82fbe3a
144,0.625,0.129464,232.37354,232.37354,91,382,51.09374,1,1,95f7f7d8b82fbe3a
145,0.611111,0.131944,234.28519,234.28519,118,542,2.841505,1,1,95f7f7d8b82fbe3a
146,0.525,0.122396,230.9398,230.9398,92,728,3.392895,1,1,95f7f7d8b82fbe3a
147,0.502083,0.125,240.97597,240.97597,66,69,77.83818,1,1,95f7f7d8b82fbe3a
148,0.5725,0.1375,240.97598,240.97598,58,271,69.05635,1,1,95f7f7d8b82fbe3a
149,0.616667,0.125,240.97597,240.97597,109,0,43.545795,1,2,95f7f7d8b82fbe3a
150,0.597917,0.130208,240.97597,240.97597,101,102,46.85912,1,2,95f7f7d8b82fbe3a
151,0.617188,0.134766,233.44885,233.44885,115,713,9.459407,1,2,95f7f7d8b82fbe3a
152,0.591071,0.116071,206.56628,206.56628,101,128,100.19159,1,2,95f7f7d8b82fbe3a
153,0.635417,0.127604,230.9398,230.9398,92,927,92.229256,1,2,95f7f7d8b82fbe3a
154,0.629167,0.132813,240.97597,240.97597,92,94,20.98119,1,2,95f7f7d8b82fbe3a
155,0.664286,0.138393,240.97597,240.97597,91,290,132.83301,1,2,95f7f7d8b82fbe3a
156,0.615625,0.136719,240.97598,240.97598,65,103,115.00055,1,2,95f7f7d8b82fbe3a
157,0.633333,0.138021,240.97597,240.97597,111,0,44.277657,1,1,95f7f7d8b82fbe3a
158,0.575,0.125,230.9398,230.9398,66,322,24.75534,1,1,95f7f7d8b82fbe3a
159,0.648214,0.138393,240.97597,240.97597,91,145,101.38917,1,1,95f7f7d8b82fbe3a
160,0.617857,0.131696,240.97597,240.97597,109,186,49.544132,1,1,95f7f7d8b82fbe3a
161,0.52,0.11875,216.8892,216.8892,100,657,59.077145,1,1,95f7f7d8b82fbe3a
162,0.540625,0.123047,233.44884,233.44884,110,127,14.692195,1,1,95f7f7d8b82fbe3a
163,0.521875,0.125,218.3946,218.3946,118,135,96.001945,1,1,95f7f7d8b82fbe3a
164,0.53125,0.119792,220.90364,220.90364,92,289,4.790028,1,1,95f7f7d8b82fbe3a
165,0.5875,0.117188,210.8675,210.8675,66,85,59.578636,1,1,95f7f7d8b82fbe3a
166,0.5925,0.13125,240.97598,240.97598,82,0,57.28082,1,2,95f7f7d8b82fbe3a
167,0.646875,0.140625,240.97597,240.97597,118,144,21.03453,1,2,95f7f7d8b82fbe3a
168,0.633929,0.136161,232.37355,232.37355,91,625,146.54669,1,2,95f7f7d8b82fbe3a
169,0.515,0.121875,228.93257,228.93257,92,331,7.84922,1,2,95f7f7d8b82fbe3a
170,0.5675,0.13125,240.97598,240.97598,68,589,29.58554,1,2,95f7f7d8b82fbe3a
171,0.5425,0.1375,240.97598,240.97598,66,92,9.291008,1,2,95f7f7d8b82fbe3a
172,0.66875,0.140625,240.97597,240.97597,100,187,71.44816,1,2,95f7f7d8b82fbe3a
173,0.7,0.140625,240.97597,240.97597,67,93,39.781635,1,2,95f7f7d8b82fbe3a
174,0.60625,0.135417,230.9398,230.9398,90,0,41.497814,1,1,95f7f7d8b82fbe3a
175,0.5625,0.129464,232.37354,232.37354,93,119,41.713276,1,1,95f7f7d8b82fbe3a
176,0.6,0.1125,192.80241,192.80241,92,305,25.347195,1,1,95f7f7d8b82fbe3a
177,0.633929,0.136161,232.37354,232.37354,100,382,6.03784,1,1,95f7f7d8b82fbe3a
178,0.639286,0.136161,232.37354,232.37354,100,928,27.572887,1,1,95f7f7d8b82fbe3a
179,0.539583,0.114583,190.79518,190.79518,109,35,0.237191,1,1,95f7f7d8b82fbe3a
180,0.56875,0.135417,230.9398,230.9398,67,34,59.57359,1,1,95f7f7d8b82fbe3a
181,0.547917,0.132813,240.97597,240.97597,74,221,115.482735,1,1,95f7f7d8b82fbe3a
182,0.564583,0.140625,240.97597,240.97597,67,128,37.75217,1,1,95f7f7d8b82fbe3a
183,0.64,0.1375,240.97598,240.97598,96,0,36.331234,1,1,95f7f7d8b82fbe3a
184,0.515,0.115625,192.80241,192.80241,76,368,86.94529,1,1,95f7f7d8b82fbe3a
185,0.548438,0.128906,233.44884,233.44884,120,358,29.139439,1,1,95f7f7d8b82fbe3a
186,0.634375,0.134766,240.97597,240.97597,118,101,13.571739,1,1,95f7f7d8b82fbe3a
187,0.570833,0.132813,240.97597,240.97597,100,144,80.907326,1,1,95f7f7d8b82fbe3a
188,0.627083,0.140625,240.97597,240.97597,99,128,155.67624,1,1,95f7f7d8b82fbe3a
189,0.6,0.116071,197.96387,197.96387,100,179,33.034744,1,1,95f7f7d8b82fbe3a
190,0.595,0.121875,228.93257,228.93257,103,0,1.162649,1,1,95f7f7d8b82fbe3a
191,0.63125,0.136719,240.97597,240.97597,117,366,88.957855,1,1,95f7f7d8b82fbe3a
192,0.646429,0.140625,240.97597,240.97597,89,155,3.794066,1,1,95f7f7d8b82fbe3a
193,0.60625,0.135417,230.93982,230.93982,75,206,35.220837,1,1,95f7f7d8b82fbe3a
194,0.585417,0.135417,230.9398,230.9398,91,187,12.73545,1,1,95f7f7d8b82fbe3a
195,0.6275,0.140625,240.97598,240.97598,76,212,4.2265,1,1,95f7f7d8b82fbe3a
196,0.5675,0.13125,240.97598,240.97598,59,127,52.168816,1,1,95f7f7d8b82fbe3a
197,0.646875,0.136719,240.97598,240.97598,67,228,51.925602,1,1,95f7f7d8b82fbe3a
198,0.598214,0.136161,232.37355,232.37355,84,230,162.26256,1,1,95f7f7d8b82fbe3a
199,0.560417,0.132813,230.9398,230.9398,84,228,56.28296,1,1,95f7f7d8b82fbe3a
200,0.597917,0.135417,240.97597,240.97597,93,211,96.0004,1,1,95f7f7d8b82fbe3a
201,0.34375,0.109375,180.75902,180.75902,31,0,41.05752,1,1,95f7f7d8b82fbe3a
202,0.541072,0.131696,223.77112,223.77112,117,602,73.04807,1,1,95f7f7d8b82fbe3a
203,0.483929,0.120536,223.77112,223.77112,110,169,45.505325,1,1,95f7f7d8b82fbe3a
204,0.55,0.131696,240.97597,240.97597,93,143,4.668236,1,1,95f7f7d8b82fbe3a
205,0.646429,0.138393,240.97597,240.97597,91,138,14.56968,1,1,95f7f7d8b82fbe3a
206,0.6225,0.13125,240.97598,240.97598,92,613,11.376262,1,1,95f7f7d8b82fbe3a
207,0.626786,0.129464,240.97597,240.97597,92,178,48.49923,1,1,95f7f7d8b82fbe3a
208,0.6675,0.1375,240.97598,240.97598,117,0,110.37043,1,2,95f7f7d8b82fbe3a
209,0.598438,0.130859,240.97597,240.97597,118,137,50.034615,1,2,95f7f7d8b82fbe3a
210,0.615,0.13125,240.97598,240.97598,74,1107,28.939724,1,2,95f7f7d8b82fbe3a
211,0.641071,0.136161,232.37355,232.37355,98,443,58.969772,1,2,95f7f7d8b82fbe3a
212,0.635938,0.136719,233.44884,233.44884,100,1370,13.149159,1,2,95f7f7d8b82fbe3a
213,0.591667,0.135417,230.93982,230.93982,101,415,33.131084,1,2,95f7f7d8b82fbe3a
214,0.477083,0.125,220.90364,220.90364,101,611,87.6178,1,2,95f7f7d8b82fbe3a
215,0.477083,0.127604,220.90364,220.90364,117,246,134.24184,1,2,95f7f7d8b82fbe3a
216,0.646875,0.140625,240.97598,240.97598,73,0,49.696644,1,1,95f7f7d8b82fbe3a
217,0.591667,0.130208,230.9398,230.9398,92,391,3.823914,1,1,95f7f7d8b82fbe3a
218,0.535417,0.125,230.9398,230.9398,109,1465,7.384737,1,1,95f7f7d8b82fbe3a
219,0.61875,0.135417,240.97597,240.97597,108,164,57.879646,1,1,95f7f7d8b82fbe3a
220,0.609375,0.138672,240.97597,240.97597,135,1263,30.793055,1,1,95f7f7d8b82fbe3a
221,0.564063,0.128906,233.44884,233.44884,109,220,15.497128,1,1,95f7f7d8b82fbe3a
222,0.564286,0.116071,206.56628,206.56628,101,177,31.13524,1,1,95f7f7d8b82fbe3a
223,0.658333,0.140625,240.97597,240.97597,94,0,193.63124,1,1,95f7f7d8b82fbe3a
224,0.61875,0.135417,240.97597,240.97597,108,247,25.761549,1,1,95f7f7d8b82fbe3a
225,0.5625,0.132813,240.97597,240.97597,101,237,24.143341,1,1,95f7f7d8b82fbe3a
226,0.535937,0.115234,203.34038,203.34038,99,136,60.94262,1,1,95f7f7d8b82fbe3a
227,0.501786,0.120536,223.77112,223.77112,100,298,15.168428,1,1,95f7f7d8b82fbe3a
228,0.55625,0.130859,233.44885,233.44885,127,178,66.06261,1,1,95f7f7d8b82fbe3a
229,0.548438,0.109375,180.75902,180.75902,109,440,75.407646,1,1,95f7f7d8b82fbe3a
230,0.646875,0.132813,233.44884,233.44884,117,110,17.220402,1,1,95f7f7d8b82fbe3a
231,0.605357,0.133929,240.97597,240.97597,111,154,26.944042,1,1,95f7f7d8b82fbe3a
232,0.576786,0.122768,215.1687,215.1687,101,273,74.04601,1,1,95f7f7d8b82fbe3a
233,0.591667,0.132813,230.93982,230.93982,119,0,29.690325,1,1,95f7f7d8b82fbe3a
234,0.616071,0.133929,232.37354,232.37354,92,119,177.91574,1,1,95f7f7d8b82fbe3a
235,0.578571,0.127232,240.97597,240.97597,100,361,21.132462,1,1,95f7f7d8b82fbe3a
236,0.621429,0.136161,240.97597,240.97597,98,871,11.874407,1,1,95f7f7d8b82fbe3a
237,0.619643,0.120536,215.1687,215.1687,84,129,8.511268,1,1,95f7f7d8b82fbe3a
238,0.616071,0.129464,223.77112,223.77112,97,1020,103.65013,1,1,95f7f7d8b82fbe3a
239,0.598214,0.131696,240.97597,240.97597,100,298,77.438995,1,1,95f7f7d8b82fbe3a
240,0.591667,0.125,240.97597,240.97597,127,179,13.172586,1,1,95f7f7d8b82fbe3a
241,0.672917,0.138021,240.97597,240.97597,101,134,52.890022,1,1,95f7f7d8b82fbe3a
242,0.604167,0.125,230.9398,230.9398,107,4,109.37249,1,1,95f7f7d8b82fbe3a
243,0.655357,0.136161,232.37354,232.37354,106,0,75.15406,1,1,95f7f7d8b82fbe3a
244,0.630357,0.136161,232.37355,232.37355,109,194,60.274643,1,1,95f7f7d8b82fbe3a
245,0.604167,0.135417,230.9398,230.9398,84,906,61.385048,1,1,95f7f7d8b82fbe3a
246,0.675,0.135417,230.9398,230.9398,85,83,114.05992,1,1,95f7f7d8b82fbe3a
247,0.59375,0.130859,233.44885,233.44885,100,466,23.750624,1,1,95f7f7d8b82fbe3a
248,0.564583,0.130208,220.90364,220.90364,83,162,142.1045,1,1,95f7f7d8b82fbe3a
249,0.56875,0.132813,230.9398,230.9398,83,161,14.370124,1,1,95f7f7d8b82fbe3a
250,0.675,0.136719,240.97598,240.97598,68,144,5.031634,1,1,95f7f7d8b82fbe3a
251,0.570833,0.125,240.976,240.976,91,0,20.387468,1,1,95f7f7d8b82fbe3a
252,0.630357,0.138393,240.97597,240.97597,110,144,107.9754,1,1,95f7f7d8b82fbe3a
253,0.596875,0.132813,240.97597,240.97597,100,110,47.900375,1,1,95f7f7d8b82fbe3a
254,0.645833,0.138021,240.97597,240.97597,99,95,124.21238,1,1,95f7f7d8b82fbe3a
255,0.5725,0.115625,192.80241,192.80241,83,886,92.407906,1,1,95f7f7d8b82fbe3a
256,0.589063,0.126953,225.92172,225.92172,101,245,81.82978,1,1,95f7f7d8b82fbe3a
257,0.572917,0.130208,220.90364,220.90364,118,110,71.045494,1,1,95f7f7d8b82fbe3a
258,0.45,0.109375,180.75902,180.75902,109,154,80.30359,1,1,95f7f7d8b82fbe3a
259,0.504167,0.125,220.90364,220.90364,100,475,6.985466,1,1,95f7f7d8b82fbe3a
260,0.6025,0.1375,240.97598,240.97598,65,324,2.967235,1,1,95f7f7d8b82fbe3a
261,0.178711,0.120917,212.57143,135.42857,94,0,20.66979,1,1,Others
262,0.183878,0.126013,221.33333,141.33333,115,384,1.873514,1,1,Others
263,0.176471,0.086965,140.57143,109.71429,78,1174,58.204388,1,1,Others
264,0.216993,0.100764,177,113,72,284,34.262558,1,1,Others
265,0.229692,0.103941,170.57143,128.57143,88,995,22.066862,1,1,Others
266,0.223529,0.109972,174,142.5,97,250,74.507614,1,1,Others
267,0.186555,0.107813,180.85715,129.42857,88,225,4.057803,1,1,Others
268,0.182633,0.105133,165.42857,137.14285,80,843,42.31157,1,1,Others
269,0.18366,0.103892,174,125,70,632,44.435402,1,1,Others
270,0.188235,0.130994,210,167,79,0,50.901524,1,1,Others
271,0.179521,0.101459,154.66667,137.33333,117,86,36.363422,1,1,Others
272,0.267227,0.101856,162,131.14285,90,867,16.576,1,1,Others
273,0.27395,0.110791,182.57143,136.28572,74,181,78.580154,1,1,Others
274,0.231373,0.101633,163.5,129,96,1037,68.553696,1,1,Others
275,0.185621,0.102502,179,116,71,140,50.01559,1,1,Others
276,0.212325,0.10543,166.28572,137.14285,80,361,59.235672,1,1,Others
277,0.228011,0.114067,184.28572,144,83,95,13.882934,1,1,Others
278,0.197759,0.106919,181.71428,126,73,791,31.579117,1,1,Others
279,0.176471,0.088812,156,99.6,37,182,48.906376,1,1,Others
280,0.203922,0.115358,187,145,81,0,40.517952,1,1,Others
281,0.20098,0.105281,177.75,125.25,104,234,128.37903,1,1,Others
282,0.179832,0.097091,168.85715,110.57143,74,629,40.10714,1,1,Others
283,0.184314,0.099027,168,117,71,343,6.752992,1,1,Others
284,0.234734,0.116748,193.71428,142.28572,82,88,106.205086,1,1,Others
285,0.29916,0.129852,216.85715,156.85715,81,757,38.830414,1,1,Others
286,0.221569,0.129778,206.25,167.25,90,181,144.45586,1,1,Others
287,0.185784,0.101372,170.25,121.5,94,1260,33.642998,1,1,Others
